iteration,top1,top5
0,92.62672811059907,99.71198156682027
500,92.74193548387096,99.71198156682027
1000,92.62672811059907,99.71198156682027
1500,92.68433179723502,99.71198156682027
2000,92.68433179723502,99.71198156682027
