iteration,top1,top5
0,90.05148514851486,98.78019801980199
500,89.85346534653466,98.78415841584159
1000,89.92079207920793,98.76831683168317
1500,89.83366336633664,98.75643564356436
2000,89.86534653465347,98.76435643564356
