iteration,top1,top5
0,35.04350435043504,76.17761776177618
500,35.52355235523552,76.14761476147615
1000,34.623462346234625,75.0975097509751
1500,34.56345634563456,75.48754875487549
2000,34.473447344734474,75.72757275727572
